HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Image_url,commands,Approve,Reject
34D9ZRXCYRO1DRH8S8VPQ45WFONAS5,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:54 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:21 PDT 2015,,,3YGXWBAF71B9Q5AOCO0ZMGAYPFDC4E,A1NGGAVIGC9O7V,Approved,Mon Oct 12 13:12:41 PDT 2015,Mon Oct 12 13:13:58 PDT 2015,Tue Oct 13 01:13:58 PDT 2015,Mon Oct 12 22:23:19 PDT 2015,,,77,100% (109/109),100% (109/109),100% (109/109),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0593.gif,Place a horizontal row of four blocks.</br>Place one block below the block farthest to the right.</br>Place one block to the right of the block you just placed.</br>Place three blocks above the second block from the left in the original row.</br>Place one block to the left of the top block in the column of four blocks you just created.,X,
3XUY87HIVP8ZHXDS5EP8NM1QHGTMMO,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:49 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:58 PDT 2015,,,3A9AA95ATXGAGDNSVY5FB8FJOURP5E,A1LRJ2MQD4AMES,Approved,Mon Oct 12 13:34:49 PDT 2015,Mon Oct 12 13:35:44 PDT 2015,Tue Oct 13 01:35:44 PDT 2015,2015-10-13 08:40:17 UTC,,,55,100% (36/36),100% (36/36),100% (36/36),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0510.gif,Line 4 dots horizontally</br>Put 1 dot below the rightmost dot</br>Stack 3 dots vertically above the 2nd dot from the right in the row of 4</br>Put 1 dot to both the right and the left of the top dot in the stack of 3,X,
3P0I4CQYVY1JMCSIMWA8OOSMAIMOWW,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:54 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:35 PDT 2015,,,37UEWGM5HU2W482O737SDD2HDW71RX,A1NGGAVIGC9O7V,Approved,Mon Oct 12 13:08:12 PDT 2015,Mon Oct 12 13:43:10 PDT 2015,Tue Oct 13 01:43:10 PDT 2015,Mon Oct 12 22:24:14 PDT 2015,,,2098,100% (109/109),100% (109/109),100% (109/109),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0615.gif,Place a vertical column of five blocks.</br>Place two blocks to the left of the center block.</br>Place two blocks above the block farthest to the right in the row of three blocks you just created.</br>Place one block to the left of the second block from the bottom in the original column.,X,
3Y3CZJSZ9KNS665EIN43SJKE182R5R,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:36 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:36 PDT 2015,,,3IXEICO793D4R9GDHYO48OUG9SM6TF,A3F6SDO4GYBE4Y,Approved,Mon Oct 12 13:29:18 PDT 2015,Mon Oct 12 13:31:30 PDT 2015,Tue Oct 13 01:31:30 PDT 2015,2015-10-13 08:35:17 UTC,,,132,100% (12/12),100% (8/8),100% (8/8),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0378.gif,"First place six blocks in the center that is 3 across and 2 high.</br>At the end of the 3 blocks, place 2 more blocks. One next to the last block and 1 below that.</br>On the third block, in the center, place 2 blocks moving upward.",X,
3OYHVNTV5TSSRCY1XIR50DYRNBDKOW,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:00 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:07 PDT 2015,,,3Q8GYXHFEQWRMOEOQTJ9R8GCPBBC5M,A11VJ9HVZPID81,Approved,Mon Oct 12 13:30:00 PDT 2015,Mon Oct 12 13:31:11 PDT 2015,Tue Oct 13 01:31:11 PDT 2015,2015-10-13 08:35:16 UTC,,,71,100% (24/24),100% (24/24),100% (24/24),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0733.gif,"Place a row of four blocks in the center of the grid.</br>Place one block the first and third block from the left.</br>On the block closest to the right, place three blocks on top of it.</br>Place one block to the right of the block that is highest on the grid.",X,
334ZEL5JX69QFVB92R07RZP145QOSH,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:48 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:57 PDT 2015,,,3W8CV64QJ3T14JRGFBAREFIUOZWH9O,A2AWBDW9V1E9KT,Approved,Mon Oct 12 13:11:07 PDT 2015,Mon Oct 12 14:10:48 PDT 2015,Tue Oct 13 02:10:48 PDT 2015,Mon Oct 12 22:23:14 PDT 2015,,,3581,100% (94/94),100% (94/94),100% (94/94),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0505.gif,"Begin with a vertical line of 5 blocks. Label these alphabetically A to E, starting at the top. </br>Put 3 blocks to the left of B. </br>Put 1 block to the right of C. </br>Put 1 block to the right of D.",X,
3BAKUKE49H6TIO4VH02RPT7XPSXR19,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:53 PDT 2015,,,3WEV0KO0ONM2XIID2LRS4P8MOVHSDQ,A1Z048705962W6,Approved,Mon Oct 12 11:39:48 PDT 2015,Mon Oct 12 11:40:29 PDT 2015,Mon Oct 12 23:40:29 PDT 2015,2015-10-13 06:45:17 UTC,,,41,100% (4/4),100% (4/4),100% (4/4),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0121.gif,"First create a row of 5 tiles</br>On the second row, only put a tile on the spot right below the first tile of the row with 5 tiles</br>On the third row, in line with the other 2 rows, add 4 tiles in a line",X,
34HEO7RUG6OPCCHVDJVK0U00TM3RAX,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:42 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:40 PDT 2015,,,3VHP9MDGROEJOL7DW5WIDK7PE55CFL,A1EGJ0KJG2QFB4,Approved,Mon Oct 12 10:32:28 PDT 2015,Mon Oct 12 10:33:45 PDT 2015,Mon Oct 12 22:33:45 PDT 2015,2015-10-13 05:35:17 UTC,,,77,100% (1/1),100% (1/1),100% (1/1),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0848.gif,Start with one black box.</br>Directly to the right of the last box place another black box.</br>Directly to the right of the last box place another black box.</br>Directly to the right of the last box place another black box.</br>Directly below the last box place another black box.</br>Directly below the last box place another black box.</br>Directly below the last box place another black box.</br>Directly to the left of the last box place another black box.</br>Directly to the left of the last box place another black box.</br>Directly to the left of the last box place another black box.,X,
367O8HRHKG2MB21RJ7LYD1JWNER4SO,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:39 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:06 PDT 2015,,,3RXCAC0YISJNQIDVQDMVTJBIPTO8GE,AIC8CB12DQC0K,Approved,Mon Oct 12 11:18:12 PDT 2015,Mon Oct 12 13:32:16 PDT 2015,Tue Oct 13 01:32:16 PDT 2015,2015-10-13 08:35:18 UTC,,,8044,100% (32/32),100% (24/24),100% (24/24),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0187.gif,"Place three blocks vertically.</br>To the left of those, place four blocks.  Both the bottom blocks should be even with each other, so the column to the right is going to be shorter (since there is only three blocks in that column)</br>The next column to the left has 3 blocks.  Place the first one even with the column of four.  Place the second block below that, then skip a section and place your third block.</br>All three bottom blocks should be even with each other.",X,
3T2HW4QDUV171RI73GRPF4QUN3I9CU,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:50 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:05 PDT 2015,,,3G2UL9A02E8HTBJ64VL33S2YKVW674,A1TL6GOSY0W1YC,Approved,Mon Oct 12 13:33:59 PDT 2015,Mon Oct 12 13:34:54 PDT 2015,Tue Oct 13 01:34:54 PDT 2015,2015-10-13 08:35:21 UTC,,,55,100% (5/5),100% (5/5),100% (5/5),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0958.gif,Place five blocks in a column.</br>Place one block to the right of the third block.</br>Place two blocks the the left of the bottom and second from bottom block.,X,
3MA5N0ATTC50WL73O4IFH7BDQDCWKK,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:31 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:46 PDT 2015,,,3NAPMVF0ZX9TBA05HT90DFLM4QP27E,A106CDZZ196UJG,Approved,Mon Oct 12 12:54:05 PDT 2015,Mon Oct 12 12:54:21 PDT 2015,Tue Oct 13 00:54:21 PDT 2015,2015-10-13 07:55:18 UTC,,,16,100% (29/29),100% (29/29),100% (29/29),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0081.gif,Create a horizontal line of five block adjacent to each other.</br>Now place a block directly below and adjacent to the left-most block.</br>Now place a block directly to the right and adjacent to the last block you placed.</br>Look at the block that is on the first row and fourth column of your shape.  Place three adjacent blocks directly above that block.,X,
3TRB893CSJ4G4KAJQ5PORZK3Q5NG70,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:52 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:15 PDT 2015,,,3MMN5BL1W0Y1HV3BPZPUF7N45TO3M5,A21YQXPL0SNNR2,Approved,Mon Oct 12 13:26:22 PDT 2015,Mon Oct 12 13:26:43 PDT 2015,Tue Oct 13 01:26:43 PDT 2015,Mon Oct 12 22:24:30 PDT 2015,,,21,100% (175/175),100% (175/175),100% (175/175),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0996.gif,"Start with any block, if a block is already filled in, keep it filled in</br>Put a block below the last block</br>Put a block to the left of the last block</br>Put a block below the last block</br>Put a block below the last block</br>Put a block to the left of the last block</br>Put a block to the left of the last block</br>Put a block to the left of the last block</br>Put a block below the last block</br>Put a block to the right of the last block",X,
3MQY1YVHS3EDR25247GFUXCYZC92BP,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:44 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:49 PDT 2015,,,3C44YUNSI2J5KQ2LA4NY9K3B1BKDP5,A1NGGAVIGC9O7V,Approved,Mon Oct 12 12:57:18 PDT 2015,Mon Oct 12 12:58:15 PDT 2015,Tue Oct 13 00:58:15 PDT 2015,Mon Oct 12 22:24:09 PDT 2015,,,57,100% (109/109),100% (109/109),100% (109/109),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0883.gif,Place a horizontal row of four blocks.</br>Place two blocks below the second block from the left.</br>Place one block to the right of the bottom block in the column of three blocks you just created.</br>Place one block above the block farthest to the right in the original row.</br>Place one block below that same block.</br>Place one block to the right of the block you just placed.,X,
3UZUVSO3P7P159LFOG1PAEWH8E2EMR,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:42 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:42 PDT 2015,,,3BV8HQ2ZZXVZCDH4BYXNDJ4OL3TA6Q,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 12:15:18 PDT 2015,Mon Oct 12 12:51:41 PDT 2015,Tue Oct 13 00:51:41 PDT 2015,Mon Oct 12 22:24:35 PDT 2015,,,2183,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0846.gif,"Place 3 blocks in a vertical row.</br>Move down and place a block under the last block of the prior row.</br>Put a block under that one.</br>Move down and place 4 blocks in a row, with the last block under the block in the prior row.</br>Move down and place a block under the 3rd block of the prior row",X,
3U18MJKL1UGSQTM14QAUX5LESS0CNX,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:33 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:33 PDT 2015,,,3PH3VY7DJMRY704IE8QQS6UAIQRWZC,A24ZCFIA6MPZ84,Approved,Mon Oct 12 12:08:39 PDT 2015,Mon Oct 12 12:09:35 PDT 2015,Tue Oct 13 00:09:35 PDT 2015,Mon Oct 12 22:24:32 PDT 2015,,,56,100% (68/68),100% (68/68),100% (68/68),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0337.gif,Place a column of five blocks in the middle of the page.</br>Place a column of two blocks to the right of the top most block in the column of five.</br>Place a row of three blocks to the right of the second from the bottom block of the column of five.,X,
3YKP7CX6G29KD328AJXAQOT6ASUB7D,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:26 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:39 PDT 2015,,,3WT783CTPCBTB4VXR3AMUUG4Z7ECB4,A5LLSZG8YCAZF,Approved,Mon Oct 12 10:40:08 PDT 2015,Mon Oct 12 10:48:14 PDT 2015,Mon Oct 12 22:48:14 PDT 2015,2015-10-13 05:50:16 UTC,,,486,100% (10/10),100% (10/10),100% (10/10),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0231.gif,"Start by placing four blocks vertically.</br>Place one block on top of the first and last blocks. </br>Place three blocks underneath the first row, starting at the second block. </br>Place one block at the bottom of the farthest right column.",X,
32FESTC2NHK5LJ6A1RMGB0D80OSUC6,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:44 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:48 PDT 2015,,,3ND9UOO81LWE2BNEZ7ZHKRJC3HKWLU,A1JJ5UVU2ZQMRV,Approved,Mon Oct 12 12:14:23 PDT 2015,Mon Oct 12 12:19:24 PDT 2015,Tue Oct 13 00:19:24 PDT 2015,2015-10-13 07:20:17 UTC,,,301,100% (12/12),100% (12/12),100% (12/12),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0880.gif,"place three blocks in a row from left side  to right, </br>on the top of the first one, place two blocks one above other</br>on the top of the second one, place three blocks one above the other and place one block under it</br>under the third block at the right corner, place one block",X,
3OEWW2KGQJ5KD6SR515IW03132HDOD,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:00 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:09 PDT 2015,,,3W8CV64QJ3T14JRGFBAREFIUOZZH9R,A21YQXPL0SNNR2,Approved,Mon Oct 12 13:29:04 PDT 2015,Mon Oct 12 13:29:25 PDT 2015,Tue Oct 13 01:29:25 PDT 2015,Mon Oct 12 22:24:13 PDT 2015,,,21,100% (175/175),100% (175/175),100% (175/175),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0739.gif,"Start with any block, if a block is already filled in, keep it filled in</br>Put a block to the right of the last block</br>Put a block below the last block</br>Put a block below the last block</br>Put a block to the left of the last block</br>Put a block to the right of the last block</br>Put a block to the right of the last block</br>Put a block to the right of the last block</br>Put a block above the last block</br>Put a block above the last block</br>Put a block below the last block</br>Put a block below the last block</br>Put a block below the last block",X,
34O39PNDK62UVMMNJXVGV5K6B4ORBS,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:43 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:42 PDT 2015,,,3KV0LJBBH3FT0XOD0PQQX5QKB7KMR8,A1MYLQQL8BBOYT,Approved,Mon Oct 12 10:24:27 PDT 2015,Mon Oct 12 10:25:48 PDT 2015,Mon Oct 12 22:25:48 PDT 2015,Mon Oct 12 22:23:20 PDT 2015,,,81,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0440.gif,"Place four blocks in a row.</br>Below that, place three blocks in a row, starting in the second position.</br>Above the original row, place one block in the third position.</br>Place one block directly above that block.</br>Place one block directly above that block.",X,
3I7SHAD35MQGWU6518NJ4440MRYM7D,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:36 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:36 PDT 2015,,,3C5W7UE9CGKDXTAP9OWIMNC8CO6XMG,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 10:44:51 PDT 2015,Mon Oct 12 10:45:50 PDT 2015,Mon Oct 12 22:45:50 PDT 2015,Mon Oct 12 22:23:55 PDT 2015,,,59,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0140.gif,"Place 3 blocks in a row</br>go down a row, and place a single block under the last block from the last upper row.</br>Repeat.</br>Go down and place 4 blocks in a row such that the last one lines up with the last block of the upper row.</br>Go down and place a block under the first block in the previous row.",X,
